Time,Left,U
3169,14160,82.7066
3181,14128,83.8395
3193,16000,84.9173
3205,14976,85.9243
3217,14192,86.8461
3229,13760,87.6695
3241,13648,88.3825
3253,13616,88.975
3265,13584,89.4384
3277,13536,89.7661
3289,13536,89.9533
3301,13536,89.9973
3313,13536,89.8975
3325,13552,89.6554
3337,13536,89.2744
3349,13536,88.7601
3361,13520,88.1197
3373,13488,87.3625
3385,13456,86.4995
3397,13440,85.543
3409,13456,84.5067
3421,13456,83.4057
3433,13488,82.2556
3445,13536,81.0731
3457,13552,79.8752
3469,13568,78.6791
3481,13584,77.5019
3493,13616,76.3607
3505,13632,75.2719
3517,13664,74.251
3529,13680,73.3128
3541,13696,72.4708
3553,13728,71.7371
3565,13760,71.1223
3577,13792,70.6351
3589,13808,70.2826
3601,13856,70.0699
3613,13936,70
3625,13968,70.0739
3637,14000,70.2906
3649,14032,70.647
3661,14048,71.1378
3673,14064,71.7562
3685,14080,72.4931
3697,14080,73.3379
3709,14080,74.2786
3721,14080,75.3016
3733,14096,76.3921
3745,14144,77.5346
3757,14192,78.7125
3769,14192,79.9089
3781,14176,81.1066
3793,14192,82.2884
3805,14144,83.4373
3817,14128,84.5368
3829,14080,85.571
3841,14048,86.5251
3853,14016,87.3853
3865,13984,88.1393
3877,13936,88.7763
3889,13888,89.287
3901,13840,89.6641
3913,13840,89.9023
3925,13776,89.998
3937,13728,89.95
3949,13680,89.7588
3961,13648,89.4272
3973,13616,88.9601
3985,13568,88.3641
3997,13552,87.6478
4009,13536,86.8215
4021,13520,85.8971
4033,13488,84.8879
4045,13472,83.8084
4057,13472,82.6741
4069,13536,81.5014
4081,13552,80.307
4093,13568,79.1082
4105,13600,77.9223
4117,13616,76.7662
4129,13632,75.6567
4141,13648,74.6096
4153,13664,73.6401
4165,13696,72.762
4177,13712,71.988
4189,13744,71.3293
4201,13776,70.7952
4213,13808,70.3936
4225,13856,70.1301
4237,13936,70.0086
4249,13968,70.0308
4262,14000,70.2166
4274,14016,70.5347
4286,14048,70.989
4298,14080,71.5729
4310,14080,72.278
4322,14096,73.0942
4334,14096,74.0096
4346,14080,75.0113
4358,14096,76.0847
4370,14144,77.2144
4382,14192,78.3841
4394,14192,79.5772
4406,14192,80.7762
4418,14176,81.9642
4430,14144,83.1239
4442,14128,84.2386
4454,14096,85.2924
4466,14048,86.2701
4478,14016,87.1575
4490,13984,87.9421
4502,13952,88.6124
4514,13888,89.1588
4526,13856,89.5735
4538,13808,89.8506
