Time,Left,U
4710,13616,80.1194
4722,13616,79.5202
4734,13664,78.9278
4746,13696,78.3509
4758,13696,77.7977
4770,13712,77.2762
4782,13728,76.7938
4794,13744,76.3576
4806,13760,75.9737
4818,13792,75.6478
4830,13840,75.3844
4842,13856,75.1874
4854,13904,75.0597
4866,13920,75.003
4878,13936,75.0182
4890,13952,75.105
4902,13968,75.2622
4914,13968,75.4876
4926,13968,75.7779
4938,13920,76.1289
4950,13920,76.5356
4962,13920,76.9921
4974,13920,77.4918
4986,13920,78.0277
4998,13920,78.5919
5010,13920,79.1764
