Time,Left,U
8354,14400,78.5864
8366,14352,79.3053
8378,14352,80.0252
8390,14304,80.745
8402,14272,81.4639
8414,14240,82.1808
8426,14208,82.895
8438,14160,83.6054
8450,14112,84.3111
8462,16064,85.0112
8474,15072,85.7048
8486,14256,86.3911
8498,13632,87.069
8510,13584,87.7378
8522,13552,88.3966
8534,13552,89.0445
8546,13520,89.6807
8560,13520,90.407
8572,13504,91.0149
8584,13504,91.6086
8596,13504,92.1873
8608,13520,92.7502
8620,13520,93.2965
8632,13552,93.8256
8644,13584,94.3368
8656,13600,94.8294
8668,13600,95.3028
8680,13600,95.7564
8692,13616,96.1895
8704,13632,96.6017
8716,13632,96.9923
8728,13648,97.361
8740,13664,97.7071
8752,13664,98.0303
8764,13632,98.3301
8776,13568,98.6062
8788,13536,98.8582
8800,13472,99.0857
8812,13456,99.2885
8824,13392,99.4663
8836,13392,99.6189
8848,13360,99.746
8860,13312,99.8476
8872,13296,99.9234
8884,13248,99.9734
8896,13216,99.9976
8908,13184,99.9958
8920,13152,99.9681
8932,13104,99.9146
8944,13056,99.8352
8956,13024,99.7301
8968,12992,99.5995
8980,12960,99.4435
8992,12928,99.2622
9004,12896,99.056
9016,12880,98.8251
9028,12864,98.5699
9040,12864,98.2905
9052,12864,97.9875
9064,12848,97.6611
9076,12848,97.3119
9088,12816,96.9402
9100,12784,96.5466
9112,12848,96.1315
9124,12816,95.6955
9136,12784,95.2392
9148,12784,94.7631
9160,12784,94.2679
9172,12784,93.7543
9184,12784,93.2227
9196,12784,92.6741
9208,12816,92.109
9220,12832,91.5283
9232,12864,90.9326
9244,12880,90.3227
9256,12896,89.6995
9268,12896,89.0637
9280,12928,88.4161
9292,12944,87.7577
9304,12976,87.0891
9316,12992,86.4115
9328,13024,85.7254
9340,13056,85.032
9352,13088,84.3321
9364,13136,83.6265
9376,13152,82.9162
9388,13184,82.2022
9400,13184,81.4853
9412,13216,80.7665
9424,13232,80.0467
9436,13248,79.3268
9448,13264,78.6078
9460,13280,77.8906
9472,13312,77.1761
