Time,Right_Hip,Left_Hip,U
2,13056,13840,0.0999999
48,13056,13840,2.39908
92,13136,13920,4.59351
135,12928,13712,6.72952
178,12864,13744,8.85308
222,12816,13776,11.009
265,12656,13664,13.0955
308,12512,13552,15.1577
352,12432,13360,17.2388
395,12368,13200,19.2404
439,12272,12992,21.2517
484,12176,12816,23.2662
530,12080,12736,25.2767
573,11952,12688,27.1078
616,11840,12560,28.8888
660,11696,12384,30.6558
703,11552,12192,32.3255
747,11472,12064,33.972
793,11360,11984,35.6231
838,11248,11936,37.1653
881,11120,11792,38.5688
924,11056,11664,39.9009
968,11024,11600,41.1877
1011,10944,11504,42.3682
1055,10832,11408,43.495
1100,10752,11344,44.5604
1145,10672,11280,45.5355
1189,10592,11280,46.3998
1232,10512,11296,47.1578
1275,10448,11296,47.8285
1319,10352,11296,48.4233
1362,10272,11312,48.9141
1405,10208,11248,49.3144
1449,10160,11152,49.6296
1495,10080,11136,49.8564
1540,10016,11072,49.9763
1583,9952,11072,49.9963
1627,9936,11024,49.9211
1670,9904,10992,49.7542
1714,9872,10976,49.4882
1758,9872,10992,49.1264
1803,9872,10976,48.6581
1848,9872,10896,48.0912
1892,9888,10896,47.4428
1935,9920,10880,46.7204
1980,9936,10880,45.8719
2026,10016,10880,44.9086
2070,10048,10896,43.8982
2114,10112,10944,42.8029
2158,10176,10976,41.6247
2204,10256,11040,40.3068
2248,10320,11088,38.9664
2292,10400,11152,37.5506
2335,10512,11264,36.0967
2381,10576,11440,34.4675
2426,10688,11584,32.8032
2471,10784,11680,31.0725
2514,10928,11792,29.3599
2558,11024,11888,27.5513
2604,11120,11952,25.6035
2649,11216,12016,23.6456
2692,11280,12160,21.7299
2736,11408,12336,19.7282
2781,11536,12512,17.6414
2827,11664,12624,15.4715
2871,11808,12720,13.3651
2914,11904,12848,11.2816
2958,12048,13024,9.12815
3004,12176,13184,6.85795
3049,12320,13312,4.62302
3092,12448,13424,2.47862
3136,12672,13504,0.279631
