Time,Command_0,Command 1,Pitch,Pitch_Rate
2267,106.875,58.125,3.4375,-0.394444
2277,106.5,58.5,3.25,-0.394444
2286,106,59,3,-0.406667
2295,105.625,59.375,2.8125,-0.417778
2306,105.125,59.875,2.5625,-0.403333
2316,104.75,60.25,2.375,-0.397778
2327,104.25,60.75,2.125,-0.404444
2336,103.875,61.125,1.9375,-0.405556
2345,103.375,61.625,1.6875,-0.395556
2355,103,62,1.5,-0.404444
2366,102.5,62.5,1.25,-0.408889
2376,102.125,62.875,1.0625,-0.43
2385,101.625,63.375,0.8125,-0.451111
2393,101.125,63.875,0.5625,-0.466667
2403,100.625,64.375,0.3125,-0.471111
2412,100,65,0,-0.498889
2421,99.5,65.5,-0.25,-0.534444
2430,99,66,-0.5,-0.532222
2439,99,66,-0.5,-0.562222
2447,98.375,66.625,-0.8125,-0.562222
2457,97.625,67.375,-1.1875,-0.562222
2467,97,68,-1.5,-0.587778
2477,96.375,68.625,-1.8125,-0.622222
2486,95.625,69.375,-2.1875,-0.636667
2494,95,70,-2.5,-0.648889
2505,94.25,70.75,-2.875,-0.627778
2515,93.625,71.375,-3.1875,-0.631111
2526,92.875,72.125,-3.5625,-0.622222
2534,92.25,72.75,-3.875,-0.631111
2543,91.625,73.375,-4.1875,-0.612222
2551,90.875,74.125,-4.5625,-0.613333
2560,90.25,74.75,-4.875,-0.613333
2569,90.25,74.75,-4.875,-0.602222
2579,89.625,75.375,-5.1875,-0.576667
2587,89,76,-5.5,-0.576667
2596,88.375,76.625,-5.8125,-0.536667
2605,87.875,77.125,-6.0625,-0.513333
2616,87.375,77.625,-6.3125,-0.473333
2628,86.875,78.125,-6.5625,-0.451111
2636,86.5,78.5,-6.75,-0.46
2645,86,79,-7,-0.442222
2655,85.5,79.5,-7.25,-0.478889
2666,85,80,-7.5,-0.462222
2678,84.5,80.5,-7.75,-0.493333
2686,83.875,81.125,-8.0625,-0.501111
2695,83.375,81.625,-8.3125,-0.524444
2705,82.75,82.25,-8.625,-0.556667
2716,82.125,82.875,-8.9375,-0.561111
2728,81.5,83.5,-9.25,-0.605556
2736,80.75,84.25,-9.625,-0.608889
2744,80.125,84.875,-9.9375,-0.614444
2754,79.375,85.625,-10.3125,-0.657778
2765,78.75,86.25,-10.625,-0.635556
2774,78,87,-11,-0.648889
2783,77.375,87.625,-11.3125,-0.656667
2791,76.625,88.375,-11.6875,-0.64
2801,76.625,88.375,-11.6875,-0.608889
2810,76,89,-12,-0.59
2820,75.375,89.625,-12.3125,-0.582222
2830,74.75,90.25,-12.625,-0.582222
2839,74.125,90.875,-12.9375,-0.568889
2847,73.5,91.5,-13.25,-0.558889
2857,73,92,-13.5,-0.535556
2867,72.375,92.625,-13.8125,-0.525556
2879,71.875,93.125,-14.0625,-0.517778
2887,71.25,93.75,-14.375,-0.53
2895,70.75,94.25,-14.625,-0.547778
2905,70.125,94.875,-14.9375,-0.508889
2916,69.625,95.375,-15.1875,-0.535556
2926,69,96,-15.5,-0.502222
2935,68.5,96.5,-15.75,-0.531111
2943,67.875,97.125,-16.0625,-0.517778
2952,67.375,97.625,-16.3125,-0.521111
2961,67.375,97.625,-16.3125,-0.515556
2971,66.875,98.125,-16.5625,-0.503333
2981,66.25,98.75,-16.875,-0.514444
2989,65.75,99.25,-17.125,-0.514444
2998,65.25,99.75,-17.375,-0.476667
3009,64.625,100.375,-17.6875,-0.505556
3020,64.125,100.875,-17.9375,-0.507778
3030,63.625,101.375,-18.1875,-0.498889
3039,63.125,101.875,-18.4375,-0.504444
3047,62.5,102.5,-18.75,-0.485556
3058,62,103,-19,-0.484444
3069,61.5,103.5,-19.25,-0.493333
3080,61,104,-19.5,-0.465556
3088,60.5,104.5,-19.75,-0.492222
3097,59.875,105.125,-20.0625,-0.477778
3108,59.375,105.625,-20.3125,-0.465556
3119,58.875,106.125,-20.5625,-0.495556
3130,58.25,106.75,-20.875,-0.54
3139,57.75,107.25,-21.125,-0.551111
3147,57.125,107.875,-21.4375,-0.584444
3158,56.375,108.625,-21.8125,-0.594444
3169,55.75,109.25,-22.125,-0.588889
3180,55.125,109.875,-22.4375,-0.604444
3189,54.5,110.5,-22.75,-0.628889
3197,53.75,111.25,-23.125,-0.625556
3208,53.125,111.875,-23.4375,-0.646667
3219,52.375,112.625,-23.8125,-0.651111
3230,51.625,113.375,-24.1875,-0.657778
3239,51,114,-24.5,-0.656667
3247,50.25,114.75,-24.875,-0.683333
3256,49.5,115.5,-25.25,-0.657778
3264,48.75,116.25,-25.625,-0.676667
3273,48.75,116.25,-25.625,-0.677778
3283,48.125,116.875,-25.9375,-0.683333
3292,47.375,117.625,-26.3125,-0.683333
3300,46.625,118.375,-26.6875,-0.697778
3311,45.875,119.125,-27.0625,-0.645556
3321,45.125,119.875,-27.4375,-0.661111
3332,44.5,120.5,-27.75,-0.6
3340,43.875,121.125,-28.0625,-0.578889
3354,43.25,121.75,-28.375,-0.564444
3363,42.75,122.25,-28.625,-0.501111
3372,42.125,122.875,-28.9375,-0.468889
3382,41.625,123.375,-29.1875,-0.468889
3391,41.25,123.75,-29.375,-0.413333
3399,40.75,124.25,-29.625,-0.414444
3408,40.375,124.625,-29.8125,-0.37
3419,40,125,-30,-0.324444
3429,39.625,125.375,-30.1875,-0.344444
3437,39.375,125.625,-30.3125,-0.322222
3446,39,126,-30.5,-0.304444
3455,38.75,126.25,-30.625,-0.285556
3464,38.5,126.5,-30.75,-0.227778
3473,38.5,126.5,-30.75,-0.227778
3483,38.25,126.75,-30.875,-0.227778
3492,38,127,-31,-0.227778
3500,37.75,127.25,-31.125,-0.222222
3511,37.5,127.5,-31.25,-0.227778
3522,37.25,127.75,-31.375,-0.24
3532,37,128,-31.5,-0.25
3541,36.75,128.25,-31.625,-0.275556
3549,36.375,128.625,-31.8125,-0.273333
3560,36,129,-32,-0.317778
3571,35.625,129.375,-32.1875,-0.35
3582,35.25,129.75,-32.375,-0.363333
3590,34.875,130.125,-32.5625,-0.374444
3599,34.375,130.625,-32.8125,-0.408889
3607,34,131,-33,-0.411111
3616,33.5,131.5,-33.25,-0.412222
3625,33,132,-33.5,-0.41
3634,33,132,-33.5,-0.366667
3643,32.625,132.375,-33.6875,-0.366667
3651,32.25,132.75,-33.875,-0.368889
3662,31.875,133.125,-34.0625,-0.316667
3673,31.625,133.375,-34.1875,-0.254444
3683,31.375,133.625,-34.3125,-0.207778
3691,31.25,133.75,-34.375,-0.107778
3700,31.125,133.875,-34.4375,-0.0633333
3710,31.25,133.75,-34.375,0.0111111
3722,31.25,133.75,-34.375,0.05
3733,31.375,133.625,-34.3125,0.107778
3741,31.5,133.5,-34.25,0.144444
3750,31.75,133.25,-34.125,0.183333
3760,32,133,-34,0.23
3770,32.25,132.75,-33.875,0.246667
3781,32.5,132.5,-33.75,0.285556
3790,32.875,132.125,-33.5625,0.292222
3798,33.25,131.75,-33.375,0.308889
3807,33.5,131.5,-33.25,0.318889
3815,33.875,131.125,-33.0625,0.322222
3825,33.875,131.125,-33.0625,0.335556
3835,34.25,130.75,-32.875,0.358889
3843,34.625,130.375,-32.6875,0.358889
3852,35.125,129.875,-32.4375,0.383333
3861,35.5,129.5,-32.25,0.378889
3872,35.875,129.125,-32.0625,0.382222
3883,36.25,128.75,-31.875,0.39
3891,36.75,128.25,-31.625,0.41
3900,37.25,127.75,-31.375,0.427778
3908,37.75,127.25,-31.125,0.456667
3917,38.25,126.75,-30.875,0.481111
3926,38.25,126.75,-30.875,0.504444
3935,38.75,126.25,-30.625,0.521111
3944,39.375,125.625,-30.3125,0.521111
3953,40,125,-30,0.547778
3963,40.625,124.375,-29.6875,0.587778
3974,41.25,123.75,-29.375,0.607778
3984,42,123,-29,0.624444
3993,42.625,122.375,-28.6875,0.651111
4001,43.375,121.625,-28.3125,0.68
4012,44.125,120.875,-27.9375,0.712222
4023,45,120,-27.5,0.73
4034,45.75,119.25,-27.125,0.738889
4043,46.625,118.375,-26.6875,0.753333
4051,47.375,117.625,-26.3125,0.74
4060,48.25,116.75,-25.875,0.728889
4068,49,116,-25.5,0.73
4077,49.75,115.25,-25.125,0.724444
4086,49.75,115.25,-25.125,0.72
4095,50.5,114.5,-24.75,0.72
4103,51.25,113.75,-24.375,0.704444
4113,52,113,-24,0.701111
4124,52.75,112.25,-23.625,0.693333
4134,53.5,111.5,-23.25,0.667778
4143,54.25,110.75,-22.875,0.647778
4151,54.875,110.125,-22.5625,0.643333
4161,55.625,109.375,-22.1875,0.635556
4171,56.25,108.75,-21.875,0.632222
4182,57,108,-21.5,0.623333
4190,57.625,107.375,-21.1875,0.616667
4199,58.375,106.625,-20.8125,0.661111
4207,59,106,-20.5,0.661111
4217,59,106,-20.5,0.627778
4226,59.75,105.25,-20.125,0.633333
4236,60.375,104.625,-19.8125,0.633333
4244,61.125,103.875,-19.4375,0.651111
4253,61.875,103.125,-19.0625,0.643333
4264,62.5,102.5,-18.75,0.661111
4275,63.25,101.75,-18.375,0.653333
4286,64,101,-18,0.674444
4294,64.75,100.25,-17.625,0.701111
4303,65.5,99.5,-17.25,0.707778
4314,66.375,98.625,-16.8125,0.713333
4325,67.125,97.875,-16.4375,0.744444
4336,67.875,97.125,-16.0625,0.74
4344,68.75,96.25,-15.625,0.754444
4352,69.625,95.375,-15.1875,0.748889
4363,70.375,94.625,-14.8125,0.746667
4374,71.125,93.875,-14.4375,0.735556
4386,72,93,-14,0.714444
4395,72.75,92.25,-13.625,0.693333
4403,73.5,91.5,-13.25,0.678889
4413,74.125,90.875,-12.9375,0.661111
4423,74.875,90.125,-12.5625,0.64
4434,75.5,89.5,-12.25,0.648889
4442,76.25,88.75,-11.875,0.636667
4451,76.875,88.125,-11.5625,0.604444
4459,77.5,87.5,-11.25,0.593333
4468,77.5,87.5,-11.25,0.576667
4478,78.125,86.875,-10.9375,0.552222
4488,78.75,86.25,-10.625,0.552222
4496,79.375,85.625,-10.3125,0.552222
4505,80,85,-10,0.545556
4516,80.5,84.5,-9.75,0.533333
4526,81.125,83.875,-9.4375,0.557778
4537,81.75,83.25,-9.125,0.555556
4546,82.375,82.625,-8.8125,0.561111
4554,83,82,-8.5,0.573333
4565,83.5,81.5,-8.25,0.527778
4576,84.125,80.875,-7.9375,0.535556
4587,84.75,80.25,-7.625,0.565556
4595,85.25,79.75,-7.375,0.553333
4604,85.875,79.125,-7.0625,0.536667
4614,86.5,78.5,-6.75,0.553333
4624,87,78,-6.5,0.53
4636,87.625,77.375,-6.1875,0.523333
4649,88.25,76.75,-5.875,0.546667
4658,88.75,76.25,-5.625,0.546667
4668,89.375,75.625,-5.3125,0.568889
4678,90,75,-5,0.552222
4688,90.625,74.375,-4.6875,0.548889
4697,91.25,73.75,-4.375,0.543333
4705,91.75,73.25,-4.125,0.552222
4715,92.375,72.625,-3.8125,0.552222
4727,93,72,-3.5,0.527778
4737,93.5,71.5,-3.25,0.521111
4746,94.125,70.875,-2.9375,0.518889
4754,94.625,70.375,-2.6875,0.515556
4765,95.25,69.75,-2.375,0.52
4775,95.75,69.25,-2.125,0.514444
4787,96.375,68.625,-1.8125,0.525556
4795,96.875,68.125,-1.5625,0.491111
4804,97.375,67.625,-1.3125,0.493333
4814,97.875,67.125,-1.0625,0.493333
4823,98.5,66.5,-0.75,0.465556
4832,99,66,-0.5,0.468889
4840,99.5,65.5,-0.25,0.468889
4849,99.5,65.5,-0.25,0.472222
4858,100,65,0,0.472222
4868,100.375,64.625,0.1875,0.457778
4878,100.875,64.125,0.4375,0.444444
4891,101.25,63.75,0.625,0.457778
4900,101.75,63.25,0.875,0.434444
4910,102.25,62.75,1.125,0.433333
4919,102.75,62.25,1.375,0.421111
4929,103.125,61.875,1.5625,0.421111
4939,103.625,61.375,1.8125,0.441111
4948,104.125,60.875,2.0625,0.402222
4956,104.625,60.375,2.3125,0.435556
4967,105,60,2.5,0.412222
4978,105.5,59.5,2.75,0.427778
4989,106,59,3,0.441111
4998,106.375,58.625,3.1875,0.42
5007,106.875,58.125,3.4375,0.436667
5017,107.375,57.625,3.6875,0.432222
5028,107.875,57.125,3.9375,0.446667
5039,108.375,56.625,4.1875,0.475556
5048,108.875,56.125,4.4375,0.488889
5057,109.5,55.5,4.75,0.515556
5067,110,55,5,0.513333
5078,110.625,54.375,5.3125,0.543333
5089,111.25,53.75,5.625,0.596667
5097,112,53,6,0.65
5106,112.625,52.375,6.3125,0.641111
5115,113.375,51.625,6.6875,0.644444
5124,114,51,7,0.65
5132,114.75,50.25,7.375,0.661111
5141,114.75,50.25,7.375,0.653333
5150,115.5,49.5,7.75,0.653333
5158,116.25,48.75,8.125,0.654444
5169,116.875,48.125,8.4375,0.683333
5180,117.625,47.375,8.8125,0.68
5190,118.375,46.625,9.1875,0.672222
5199,119.125,45.875,9.5625,0.675556
5207,119.875,45.125,9.9375,0.663333
5219,120.625,44.375,10.3125,0.652222
5229,121.25,43.75,10.625,0.663333
5240,122,43,11,0.645556
5248,122.625,42.375,11.3125,0.624444
5257,123.375,41.625,11.6875,0.631111
5267,124.125,40.875,12.0625,0.647778
5279,124.75,40.25,12.375,0.611111
5290,125.375,39.625,12.6875,0.647778
5298,126.125,38.875,13.0625,0.64
5307,126.75,38.25,13.375,0.755556
5317,127.5,37.5,13.75,0.633333
5327,128.125,36.875,14.0625,0.614444
5337,128.875,36.125,14.4375,0.606667
5346,129.5,35.5,14.75,0.637778
5354,130.125,34.875,15.0625,0.585556
5363,130.75,34.25,15.375,0.587778
5372,130.75,34.25,15.375,0.547778
5381,131.375,33.625,15.6875,0.545556
5392,132,33,16,0.545556
5400,132.5,32.5,16.25,0.542222
5409,133.125,31.875,16.5625,0.51
5419,133.625,31.375,16.8125,0.468889
5430,134.125,30.875,17.0625,0.445556
5441,134.5,30.5,17.25,0.437778
5449,135,30,17.5,0.422222
5458,135.5,29.5,17.75,0.427778
5469,135.875,29.125,17.9375,0.412222
5480,136.375,28.625,18.1875,0.423333
5491,136.75,28.25,18.375,0.383333
5503,137.25,27.75,18.625,0.376667
5512,137.625,27.375,18.8125,0.352222
5522,138,27,19,0.333333
5532,138.25,26.75,19.125,0.305556
5542,138.625,26.375,19.3125,0.134444
5551,138.875,26.125,19.4375,0.266667
5559,139.125,25.875,19.5625,0.278889
5568,139.5,25.5,19.75,0.262222
5578,139.75,25.25,19.875,0.25
5589,140,25,20,0.231111
5598,140.25,24.75,20.125,0.2
5606,140.375,24.625,20.1875,0.184444
5615,140.5,24.5,20.25,0.163333
5623,140.75,24.25,20.375,0.126667
5633,140.75,24.25,20.375,0.128889
5643,140.875,24.125,20.4375,0.0933333
5652,140.875,24.125,20.4375,0.0933333
5661,141,24,20.5,0.0544444
5671,141.125,23.875,20.5625,0.0866667
5682,141.125,23.875,20.5625,0.05
5692,141.125,23.875,20.5625,0.0144444
5701,141.125,23.875,20.5625,-0.0466667
5711,141,24,20.5,-0.0955556
5721,140.875,24.125,20.4375,-0.102222
5732,140.75,24.25,20.375,-0.145556
5743,140.5,24.5,20.25,-0.195556
5752,140.25,24.75,20.125,-0.212222
5760,140,25,20,-0.218889
5769,139.75,25.25,19.875,-0.252222
5779,139.375,25.625,19.6875,-0.305556
5789,139.125,25.875,19.5625,-0.3
5797,138.75,26.25,19.375,-0.304444
5807,138.375,26.625,19.1875,-0.293333
5815,138.125,26.875,19.0625,-0.276667
5824,138.125,26.875,19.0625,-0.257778
5833,137.875,27.125,18.9375,-0.243333
5843,137.625,27.375,18.8125,-0.243333
5852,137.375,27.625,18.6875,-0.217778
5860,137.125,27.875,18.5625,-0.192222
5869,137,28,18.5,-0.163333
5880,136.75,28.25,18.375,-0.148889
5890,136.625,28.375,18.3125,-0.137778
5898,136.5,28.5,18.25,-0.127778
5907,136.375,28.625,18.1875,-0.115556
5915,136.375,28.625,18.1875,-0.103333
5925,136.25,28.75,18.125,-0.0844444
5934,136.125,28.875,18.0625,-0.0588889
5944,136.125,28.875,18.0625,-0.0588889
5953,136,29,18,-0.0422222
5961,136,29,18,-0.0588889
5971,135.875,29.125,17.9375,-0.0588889
5981,135.875,29.125,17.9375,-0.0855556
5993,135.625,29.375,17.8125,-0.141111
6001,135.5,29.5,17.75,-0.163333
6010,135.25,29.75,17.625,-0.186667
6018,135,30,17.5,-0.208889
6027,134.75,30.25,17.375,-0.235556
6035,134.5,30.5,17.25,-0.266667
6045,134.5,30.5,17.25,-0.298889
6054,134.125,30.875,17.0625,-0.298889
6063,133.875,31.125,16.9375,-0.328889
6073,133.375,31.625,16.6875,-0.361111
6083,133,32,16.5,-0.386667
6094,132.625,32.375,16.3125,-0.41
6103,132.125,32.875,16.0625,-0.432222
6111,131.625,33.375,15.8125,-0.441111
6123,131.125,33.875,15.5625,-0.444444
6133,130.625,34.375,15.3125,-0.44
6144,130.25,34.75,15.125,-0.423333
6152,129.75,35.25,14.875,-0.42
6161,129.25,35.75,14.625,-0.424444
6169,128.75,36.25,14.375,-0.415556
6178,128.375,36.625,14.1875,-0.403333
6186,127.875,37.125,13.9375,-0.42
6196,127.875,37.125,13.9375,-0.421111
6205,127.5,37.5,13.75,-0.421111
6214,127,38,13.5,-0.423333
6226,126.5,38.5,13.25,-0.415556
6235,126.125,38.875,13.0625,-0.354444
6245,125.75,39.25,12.875,-0.354444
6254,125.375,39.625,12.6875,-0.326667
6262,125,40,12.5,-0.317778
6271,124.625,40.375,12.3125,-0.326667
6280,124.25,40.75,12.125,-0.326667
6290,123.875,41.125,11.9375,-0.335556
6298,123.625,41.375,11.8125,-0.311111
6307,123.25,41.75,11.625,-0.307778
6315,123.25,41.75,11.625,-0.307778
6325,122.875,42.125,11.4375,-0.311111
6335,122.625,42.375,11.3125,-0.305556
6345,122.25,42.75,11.125,-0.293333
6354,121.875,43.125,10.9375,-0.356667
6363,121.5,43.5,10.75,-0.36
6374,121.125,43.875,10.5625,-0.342222
6384,120.75,44.25,10.375,-0.373333
6395,120.375,44.625,10.1875,-0.346667
6404,119.875,45.125,9.9375,-0.392222
6412,119.5,45.5,9.75,-0.395556
