Time,Right_Hip,Left_Hip,U
2,-0.368664,0,0.16
29,-0.18433,-0.182648,2.3187
54,1.47466,-1.46119,4.31161
79,2.58065,0.913242,6.29374
103,4.23963,2.37443,8.18184
127,5.71429,4.01826,10.0511
150,7.18894,5.2968,11.8208
174,8.6636,6.75799,13.6407
198,10.1382,8.21918,15.4292
222,11.4286,9.86301,17.1822
245,12.5346,10.9589,18.825
269,14.7465,12.6027,20.4968
293,16.2212,13.6986,22.1213
317,17.5115,15.5251,23.6949
341,18.8018,17.5342,25.2139
364,20.4608,18.9954,26.6151
388,21.5668,20.0913,28.0172
412,22.6728,21.1872,29.3548
436,24.1475,22.8311,30.6247
459,25.6221,24.2922,31.7755
483,26.5438,26.1187,32.9047
507,27.2811,27.2146,33.9581
531,28.0184,27.7626,34.9333
554,28.7558,28.8584,35.7923
578,28.9401,29.4064,36.6079
602,29.4931,30.137,37.3392
626,29.8618,30.6849,37.9845
650,30.0461,31.4155,38.5423
673,30.4147,31.9635,38.9936
697,31.3364,32.8767,39.3765
721,32.4424,33.9726,39.6687
745,33.1797,35.0685,39.8695
769,33.917,35.7991,39.9785
792,34.6544,36.347,39.9965
816,35.3917,36.5297,39.9251
840,35.576,36.5297,39.7617
864,35.9447,36.7123,39.5068
887,36.129,36.5297,39.177
911,36.129,36.7123,38.7446
935,35.9447,36.7123,38.2229
959,35.9447,36.895,37.6131
982,35.9447,36.895,36.9475
1006,35.7604,36.895,36.1695
1030,35.7604,36.7123,35.3083
1054,35.7604,36.347,34.3657
1078,36.129,35.6164,33.344
1101,36.129,34.7032,32.2927
1125,35.7604,33.6073,31.1229
1149,35.576,32.6941,29.8815
1173,34.6544,31.7808,28.5711
1197,33.5484,30.6849,27.195
1220,32.8111,29.4064,25.8174
1244,31.5207,28.4932,24.3217
1268,30.4147,27.5799,22.77
1292,29.6774,26.484,21.1658
1316,28.5714,24.8402,19.5129
1339,27.0968,23.0137,17.8866
1363,25.9908,21.3699,16.1493
1387,24.1475,20.0913,14.3748
1411,22.1198,18.4475,12.5672
1434,20.6452,16.4384,10.8077
1458,18.9862,14.4292,8.94736
1482,16.5899,12.968,7.06642
1506,14.1935,10.9589,5.16921
1529,12.1659,9.49772,3.33981
1553,10.5069,7.85388,1.42341
1577,8.47926,6.21004,-0.496281
1601,18.6175,2.92237,-2.41482
1624,0.368664,2.37443,-4.24827
1648,-4.6083,0.182648,-6.15178
1672,-4.79263,-1.27854,-8.04112
1696,-6.63594,-3.47032,-9.91195
1719,-7.18894,-5.2968,-11.6834
1743,-7.74194,-7.12329,-13.5056
1767,-8.66359,-9.13242,-15.2966
1791,-9.76958,-10.9589,-17.0523
1814,-10.8756,-12.968,-18.6981
1838,-12.1659,-14.7945,-20.3732
1862,-13.6406,-16.4384,-22.0014
1886,-14.9309,-18.0822,-23.579
1909,-16.0369,-19.726,-25.0398
1933,-17.3272,-21.0046,-26.5077
1957,-18.4332,-22.4658,-27.9145
1981,-19.9078,-24.1096,-29.2569
2004,-21.0138,-25.5708,-30.4803
2028,-22.1198,-26.6667,-31.688
2052,-23.5945,-27.7626,-32.8228
2076,-22.8571,-34.1553,-33.8819
2099,-25.9908,-34.8858,-34.8237
2123,-27.4654,-35.9817,-35.7279
2147,-27.4654,-35.9817,-36.5498
2171,-28.2028,-36.1644,-37.2875
2194,-27.8341,-36.1644,-37.9138
2218,-27.2811,-36.1644,-38.4819
2242,-27.6498,-36.1644,-38.9613
2266,-28.3871,-36.1644,-39.351
2289,-28.7558,-36.347,-39.6393
2313,-30.2304,-36.1644,-39.8508
2337,-31.5207,-36.1644,-39.9705
2361,-32.8111,-36.1644,-39.9982
2385,-33.9171,-36.1644,-39.9336
2408,-34.6544,-36.1644,-39.7855
2432,-35.2074,-36.347,-39.5412
2456,-35.9447,-36.347,-39.2057
2480,-36.129,-36.1644,-38.78
2503,-36.4977,-35.9817,-38.2882
2528,-36.4977,-35.9817,-37.6618
2552,-36.682,-35.7991,-36.9718
2575,-36.682,-35.6164,-36.2307
2599,-36.682,-35.6164,-35.3756
2623,-36.4977,-35.7991,-34.439
2647,-34.47,-40,-33.4231
2670,-34.6544,-43.105,-32.3773
2694,-34.8387,-38.7215,-31.213
2718,-34.1014,-36.347,-29.9768
2742,-33.1797,-34.8858,-28.6715
2765,-31.7051,-33.6073,-27.3586
2789,-30.5991,-32.1461,-25.927
2813,-29.4931,-30.6849,-24.4356
2837,-28.5714,-29.2237,-22.888
2860,-27.2811,-28.1279,-21.3553
2884,-25.8064,-26.8493,-19.7078
2908,-24.5161,-25.5708,-18.015
2932,-23.0415,-23.5616,-16.2807
2957,-21.1982,-21.5525,-14.4342
2981,-19.7235,-20.0913,-12.6277
3004,-17.8802,-18.0822,-10.869
3028,-16.5899,-16.2557,-9.00944
3052,-14.9309,-14.6119,-7.12912
3076,-13.2719,-12.6027,-5.23237
3099,-10.6912,-10.5936,-3.40329
3123,-8.84793,-8.58448,-1.48707
3147,-7.18894,-6.94064,0.432579
3171,-5.16129,-5.2968,2.35123
3195,-2.94931,-3.65297,4.26447
3218,-0.737328,-1.64384,6.08882
3242,1.65899,0.365295,7.97871
3266,3.68663,1.46119,9.85021
3290,5.34562,2.73973,11.699
3314,7.37327,4.93151,13.5209
3337,9.03226,6.75799,15.2377
3361,10.8756,8.76712,16.9947
3385,12.1659,10.0457,18.7125
3409,14.0092,11.8721,20.3873
3432,15.8525,13.3333,21.9482
3456,17.3272,14.9772,23.5275
3480,18.6175,16.9863,25.0525
3504,20.0922,18.8128,26.5199
3528,21.3825,19.9087,27.9261
3551,22.4885,20.8219,29.2135
3575,24.1475,22.6484,30.4908
3599,25.2535,24.2922,31.698
3623,26.3594,25.7534,32.8321
3647,27.2811,27.032,33.8906
3670,28.0184,28.4932,34.8318
3694,28.5714,28.8584,35.7352
3718,28.5714,29.0411,36.5564
3742,28.7558,29.7717,37.2934
3765,28.7558,30.5023,37.919
3789,28.7558,31.0502,38.4863
3813,28.9401,31.7808,38.965
3837,28.9401,32.3288,39.3539
3861,29.4931,33.6073,39.6521
3884,30.4147,34.7032,39.8522
3908,31.3364,35.6164,39.9712
3932,32.6267,36.347,39.998
3956,33.5484,36.5297,39.9327
3979,34.2857,36.5297,39.7838
4003,35.023,36.5297,39.5387
4027,35.576,36.5297,39.2025
