Time,Left,Right
1605603052736,2208,12880
1605603052757,2176,12720
1605603052777,2160,12992
1605603052798,2144,12976
1605603052818,2144,13184
1605603052838,2160,13280
1605603052858,2144,13312
1605603052878,2160,13456
1605603052897,2288,13920
1605603052917,2176,13760
1605603052937,2176,14064
1605603052958,2176,14016
1605603052978,2192,14160
1605603052999,2224,14304
1605603053019,2176,14416
1605603053039,2176,14560
1605603053059,2176,14608
1605603053078,2192,14944
1605603053098,2160,14880
1605603053118,2160,15024
1605603053138,2160,15232
1605603053158,2192,15264
1605603053179,2192,15488
1605603053199,2192,15680
1605603053220,2144,15712
1605603053240,2144,15760
1605603053260,2192,16000
1605603053280,2144,16048
1605603053299,2160,16320
1605603053319,2208,16288
1605603053339,2224,16400
1605603053360,2224,16624
1605603053380,2144,16848
1605603053401,2192,16944
1605603053441,2176,16912
1605603053461,2144,17312
1605603053480,2384,17088
1605603053500,2416,17648
1605603053520,2688,18080
1605603053541,2672,18096
1605603053561,2608,18256
1605603053582,2112,17232
1605603053602,2144,16800
1605603053622,2160,16640
1605603053642,2144,16640
1605603053662,2128,16368
1605603053682,2160,16288
1605603053702,2144,16048
1605603053722,2192,16000
1605603053743,2208,15888
1605603053763,2208,15840
1605603053784,2160,15664
1605603053804,2160,15520
1605603053824,2144,15328
1605603053844,2160,15152
1605603053864,2160,15120
1605603053884,2160,15104
1605603053904,2336,15328
1605603053924,2240,15104
1605603053944,2192,15152
1605603053964,2112,14560
1605603053985,2144,14448
1605603054005,2112,14368
1605603054025,2224,14160
1605603054045,2144,14144
1605603054065,2160,14192
1605603054085,2176,14032
1605603054105,2176,13760
1605603054124,2288,13776
1605603054145,2160,13600
1605603054165,2240,13568
1605603054186,2144,13264
1605603054206,2144,13168
1605603054227,2160,13056
1605603054246,2160,12992
1605603054266,2144,12880
1605603054286,2128,12592
1605603054306,2160,12752
1605603054326,2128,12560
1605603054346,2208,12288
1605603054366,2176,12128
1605603054387,2176,12000
1605603054408,2128,11808
1605603054428,2144,11904
1605603054448,2160,11680
1605603054468,2144,11536
1605603054487,2128,11376
1605603054507,2160,11584
1605603054527,2144,11184
1605603054547,2144,10928
1605603054568,2208,10928
1605603054588,2144,10944
1605603054609,2144,10640
1605603054629,2176,10496
1605603054649,2096,10304
1605603054669,2176,10144
1605603054688,2160,10224
1605603054708,2160,9808
1605603054728,2160,9808
1605603054748,2144,9648
1605603054769,2112,9568
1605603054789,2192,9648
1605603054810,2144,9488
1605603054830,2192,9264
1605603054851,2144,9056
1605603054871,2208,9056
1605603054890,2176,8928
1605603054910,2144,8656
1605603054930,2160,8448
1605603054951,2224,8368
1605603054971,2160,8496
1605603054991,2208,8240
1605603055012,2176,7968
1605603055033,2176,7840
1605603055072,2160,7520
1605603055092,2240,7520
1605603055111,2160,7280
1605603055132,2288,7824
1605603055152,2672,7920
1605603055173,2928,9072
1605603055193,2192,9184
1605603055213,2128,7488
1605603055234,2128,7744
1605603055253,2144,7856
1605603055273,2112,8128
1605603055293,2144,8240
1605603055313,2160,8256
1605603055333,2176,8448
1605603055353,2192,8592
1605603055373,2192,8784
1605603055394,2160,8928
1605603055414,2160,9136
1605603055435,2256,9104
1605603055454,2176,9312
1605603055474,2192,9408
1605603055494,2144,9472
1605603055514,2224,9600
1605603055534,2208,9728
1605603055554,2144,9904
1605603055574,2144,9920
1605603055595,2224,10144
1605603055615,2208,10112
1605603055636,2368,10432
1605603055655,2160,10496
1605603055675,2160,10624
1605603055695,2240,10752
1605603055715,2256,11120
1605603055735,2160,10944
1605603055755,2144,11104
1605603055775,2160,11264
