Time,Left,Right
1604818167283,2448,13456
1604818167302,2432,13888
1604818167321,2416,14336
1604818167339,2432,14832
1604818167358,2432,15264
1604818167377,2448,15728
1604818167396,2432,16256
1604818167415,2416,16704
1604818167434,2432,17168
1604818167453,2448,17664
1604818167472,2432,18080
1604818167492,2448,18576
1604818167512,2416,19088
1604818167532,2432,19552
1604818167551,2448,20064
1604818167571,2432,20576
1604818167591,2448,21120
1604818167610,2432,21680
1604818167630,2448,22144
1604818167650,2448,22672
1604818167670,2384,23200
1604818167691,2192,23440
1604818167712,2064,23504
1604818167732,3024,23712
1604818167753,3168,24272
1604818167773,2304,25312
1604818167792,2160,24816
1604818167812,2048,24720
1604818167832,2048,24544
1604818167852,2048,24560
1604818167872,2048,24560
1604818167892,2064,24576
1604818167913,2048,24576
1604818167933,2048,24560
1604818167954,2064,24560
1604818167974,2048,24544
1604818167993,2048,24560
1604818168013,2048,24560
1604818168033,2048,24560
1604818168053,2048,24560
1604818168073,2048,24560
1604818168094,2064,24576
1604818168114,2048,24576
1604818168135,2064,24560
1604818168155,2064,24560
1604818168175,2048,24544
1604818168195,2048,24560
1604818168215,2048,24560
1604818168234,2048,24560
1604818168254,2048,24560
1604818168274,2048,24560
1604818168295,2064,24576
1604818168315,2048,24576
1604818168336,2064,24560
1604818168356,2064,24560
1604818168376,2048,24544
1604818168396,2048,24560
1604818168415,2048,24560
1604818168435,2048,24560
1604818168455,2048,24560
1604818168475,2048,24560
1604818168496,2064,24576
1604818168516,2048,24576
1604818168537,2064,24560
1604818168558,2064,24560
1604818168578,2048,24544
1604818168597,2048,24560
1604818168617,2048,24560
1604818168637,2048,24560
1604818168657,2048,24560
1604818168677,2048,24560
1604818168698,2064,24576
1604818168718,2048,24560
1604818168739,2064,24560
1604818168759,2064,24560
1604818168779,2048,24544
1604818168818,5248,24144
1604818168838,4096,26016
1604818168858,3440,26992
1604818168878,3056,26528
1604818168899,2816,25536
1604818168919,2640,24672
1604818168940,2560,23920
1604818168960,2528,23328
1604818168980,2480,22720
1604818169000,2448,22160
1604818169019,2448,21584
1604818169039,2448,21008
1604818169059,2432,20416
1604818169079,2416,19824
1604818169100,2416,19264
1604818169120,2416,18768
1604818169141,2432,18272
1604818169161,2416,17824
1604818169181,2416,17312
1604818169201,2416,16848
1604818169220,2400,16368
1604818169240,2432,15856
1604818169260,2416,15328
1604818169281,2416,14816
1604818169301,2416,14304
1604818169321,2416,13808
1604818169342,2432,13328
1604818169362,2432,12848
1604818169382,2432,12368
1604818169402,2448,11936
1604818169421,2432,11472
1604818169441,2432,10960
1604818169461,2432,10464
1604818169481,2432,9920
1604818169502,2464,9408
1604818169522,2448,8896
1604818169543,2432,8336
1604818169563,2448,7808
1604818169583,2448,7200
1604818169603,2432,6656
1604818169622,2432,6128
1604818169642,2448,5568
1604818169662,2368,5040
1604818169683,2112,3936
1604818169703,2192,3088
1604818169724,2400,3088
1604818169744,2192,2672
1604818169764,2256,2400
1604818169785,2128,2368
1604818169805,2064,2272
1604818169825,2016,2032
1604818169845,2032,2016
1604818169865,2032,2016
1604818169884,2016,2000
1604818169904,2016,2016
1604818169923,2016,2016
1604818169942,2048,2000
1604818169961,2048,2048
1604818169979,2032,2048
1604818169998,2048,2048
1604818170017,2048,2032
1604818170036,2048,2032
1604818170055,2048,2048
1604818170074,2048,2048
1604818170093,2048,2032
1604818170112,2048,2048
1604818170131,2032,2048
1604818170149,2048,2048
1604818170168,2048,2048
1604818170187,2048,2032
1604818170206,2048,2048
1604818170225,2048,2048
1604818170244,2048,2032
1604818170263,2048,2048
1604818170281,2032,2048
1604818170300,2048,2048
1604818170319,2048,2048
1604818170338,2048,2032
1604818170357,2048,2048
1604818170376,2048,2048
1604818170395,2048,2032
1604818170414,2048,2048
1604818170433,2032,2048
1604818170451,2048,2048
1604818170470,2048,2048
1604818170489,2048,2032
1604818170508,2048,2048
1604818170527,2048,2048
1604818170546,2048,2032
1604818170565,2048,2048
1604818170584,2032,2048
1604818170604,2048,2048
1604818170624,2048,2048
1604818170644,2048,2032
1604818170663,2048,2048
1604818170684,2048,2048
1604818170704,2064,2048
1604818170725,2064,2048
1604818170745,2064,2032
1604818170766,2064,2048
