Time,Left,Right
1605505142445,2192,24560
1605505142465,2192,24560
1605505142485,2192,24560
1605505142505,2192,24560
1605505142526,2192,24560
1605505142546,2192,24560
1605505142567,2192,24560
1605505142587,2192,24560
1605505142606,2192,24560
1605505142626,2192,24560
1605505142646,2192,24560
1605505142666,2192,24560
1605505142686,2192,24560
1605505142706,2192,24560
1605505142727,2192,24560
1605505142747,2192,24560
1605505142768,2192,24560
1605505142788,2192,24560
1605505142807,2192,24560
1605505142827,2192,24560
1605505142847,2192,24560
1605505142867,2192,24560
1605505142887,2192,24560
1605505142908,2192,24560
1605505142928,2192,24560
1605505142948,2192,24560
1605505142970,2192,24560
1605505142990,2192,24560
1605505143010,2192,24560
1605505143029,2192,24560
1605505143049,2192,24560
1605505143069,2192,24560
1605505143089,2192,24560
1605505143110,2192,24560
1605505143130,2192,24560
1605505143172,5680,24272
1605505143191,4656,26592
1605505143211,3984,27552
1605505143231,3552,27200
1605505143251,3280,26288
1605505143271,3104,25376
1605505143291,3008,24624
1605505143312,2912,24000
1605505143332,2864,23360
1605505143353,2848,22720
1605505143373,2816,22096
1605505143393,2800,21472
1605505143412,2800,20912
1605505143432,2800,20352
1605505143452,2784,19840
1605505143472,2784,19376
1605505143492,2784,18848
1605505143513,2784,18400
1605505143533,2784,17936
1605505143554,2784,17472
1605505143574,2800,16976
1605505143594,2800,16512
1605505143614,2784,15936
1605505143633,2800,15440
1605505143653,2784,15008
1605505143678,2800,14496
1605505143697,2800,13904
1605505143717,2800,13488
1605505143738,2784,13008
1605505143758,2784,12576
1605505143778,2784,12080
1605505143798,2768,11584
1605505143817,2784,11120
1605505143836,2784,10592
1605505143855,2800,10128
1605505143874,2800,9632
1605505143893,2816,9168
1605505143912,2800,8672
1605505143930,2816,8144
1605505143949,2800,7632
1605505143968,2816,7152
1605505143987,2816,6608
1605505144006,2832,6112
1605505144025,2704,5648
1605505144044,2336,4640
1605505144063,2576,3520
1605505144081,2352,3024
1605505144100,2416,3104
1605505144119,2400,2704
1605505144138,2336,2784
1605505144157,2336,2528
1605505144176,2240,2416
1605505144195,2208,2128
1605505144214,2208,2128
1605505144232,2192,2128
1605505144251,2208,2128
1605505144271,2208,2128
1605505144289,2208,2112
1605505144308,2208,2128
1605505144327,2192,2128
1605505144346,2208,2128
1605505144365,2208,2128
1605505144384,2208,2112
1605505144403,2208,2128
1605505144422,2208,2128
1605505144441,2208,2112
1605505144459,2208,2128
1605505144478,2192,2128
1605505144497,2208,2128
1605505144517,2208,2128
1605505144537,2208,2128
1605505144557,2208,2128
1605505144577,2208,2128
1605505144596,2208,2128
1605505144616,2208,2128
1605505144636,2208,2128
1605505144656,2208,2128
1605505144676,2208,2128
1605505144696,2208,2112
1605505144716,2208,2128
1605505144737,2208,2128
1605505144757,2208,2128
1605505144777,2208,2128
1605505144798,2208,2128
1605505144817,2208,2128
1605505144837,2208,2128
1605505144857,2208,2128
1605505144877,2208,2128
1605505144897,2208,2128
1605505144917,2208,2128
1605505144937,2208,2128
1605505144958,2208,2128
1605505144979,2208,2128
1605505144999,2208,2128
1605505145019,2208,2128
1605505145038,2208,2128
1605505145058,2208,2128
1605505145078,2208,2128
1605505145098,2208,2112
1605505145118,2208,2128
1605505145159,5008,6896
1605505145179,4864,7712
1605505145200,4176,7008
1605505145220,3680,6016
1605505145240,3344,5536
1605505145259,3152,5472
1605505145279,2992,5520
1605505145299,2944,5760
1605505145319,2928,6144
1605505145340,2880,6624
1605505145361,2896,7152
1605505145381,2896,7632
1605505145401,2880,8224
1605505145421,2864,8688
1605505145441,2864,9216
1605505145461,2848,9696
1605505145481,2864,10176
1605505145501,2848,10704
1605505145521,2816,11200
1605505145542,2784,11760
1605505145562,2800,12160
1605505145583,2768,12640
1605505145603,2784,13232
1605505145622,2768,13664
1605505145642,2800,14128
1605505145662,2768,14624
1605505145682,2768,15120
1605505145702,2768,15568
1605505145723,2768,16080
1605505145743,2768,16608
1605505145764,2768,17104
1605505145784,2784,17584
1605505145804,2800,18080
1605505145824,2784,18608
1605505145843,2784,19056
1605505145863,2816,19584
1605505145883,2784,20000
1605505145903,2784,20480
1605505145924,2784,21024
1605505145944,2768,21552
1605505145965,2784,22080
1605505145986,2784,22640
1605505146006,2768,23120
1605505146026,2720,23632
1605505146045,2384,23776
1605505146065,2272,23568
1605505146085,2768,24464
1605505146105,2784,24992
1605505146125,2896,23664
1605505146146,2320,24960
1605505146166,2400,24800
1605505146187,2192,24832
1605505146207,2192,24560
1605505146227,2192,24576
1605505146246,2192,24560
1605505146266,2192,24560
1605505146286,2192,24560
1605505146306,2192,24560
1605505146327,2192,24576
1605505146347,2192,24576
1605505146367,2192,24576
1605505146388,2192,24576
1605505146408,2192,24560
1605505146428,2192,24560
1605505146448,2192,24560
1605505146468,2192,24560
1605505146487,2192,24560
1605505146507,2192,24560
1605505146528,2192,24576
1605505146548,2192,24576
1605505146569,2192,24576
1605505146589,2192,24576
1605505146610,2192,24560
1605505146630,2192,24560
1605505146649,2176,24560
1605505146671,2192,24560
1605505146690,2192,24560
1605505146710,2192,24560
1605505146730,2192,24560
1605505146750,2192,24560
1605505146770,2192,24560
1605505146790,2192,24560
1605505146810,2192,24560
1605505146830,2192,24576
1605505146851,2192,24576
1605505146871,2192,24576
1605505146891,2192,24576
1605505146912,2192,24560
1605505146931,2192,24560
1605505146951,2192,24560
1605505146971,2208,24560
1605505146991,2192,24576
1605505147011,2208,24576
1605505147031,2208,24576
1605505147052,2192,24576
1605505147072,2208,24576
1605505147093,2208,24576
1605505147113,2192,24576
1605505147132,2192,24576
1605505147152,2192,24576
1605505147192,5152,25632
1605505147212,4368,27280
1605505147233,3808,27648
1605505147253,3440,26816
1605505147274,3184,25856
1605505147294,3024,24944
1605505147314,2960,24256
1605505147334,2896,23648
1605505147354,2848,23024
1605505147373,2832,22448
1605505147393,2816,21824
1605505147413,2816,21232
1605505147434,3088,20640
1605505147454,2800,20112
1605505147475,2816,19584
1605505147495,2800,19104
1605505147515,2800,18576
1605505147535,2800,18144
1605505147555,2784,17648
1605505147575,2800,17184
1605505147594,2800,16752
1605505147614,2784,16192
1605505147635,2800,15696
1605505147655,2800,15200
1605505147676,2784,14672
1605505147696,2800,14192
1605505147716,2800,13728
1605505147736,2784,13248
1605505147756,2800,12784
1605505147776,2784,12352
1605505147795,2800,11856
1605505147815,2800,11392
1605505147836,2832,10896
1605505147856,2800,10352
1605505147877,2800,9824
1605505147897,2832,9280
1605505147917,2800,8768
1605505147937,2800,8256
1605505147957,2816,7632
1605505147977,2816,7152
1605505147997,2816,6592
1605505148016,2800,6064
1605505148037,2736,5552
1605505148057,2320,4192
1605505148078,2640,3424
1605505148098,2368,3216
1605505148119,2352,3136
1605505148138,2544,2672
1605505148158,2352,2544
1605505148178,2368,2528
1605505148198,2224,2144
1605505148217,2208,2144
1605505148238,2224,2144
1605505148258,2224,2144
1605505148279,2224,2144
1605505148299,2224,2144
1605505148320,2208,2144
1605505148340,2224,2144
